file_name,movie_name,audience_rating,rating_key,year
G:\movies\8-Bit-Christmas.2021.REPACK.1080p.WEB.H264-PECULATE\8-Bit-Christmas.2021.REPACK.1080p.WEB.H264-PECULATE.mkv,8-Bit Christmas,6.7,131275,2021
G:\movies\12 Angry Men (1957)\12 Angry Men (1957) Remux-1080p.mkv,12 Angry Men,9.0,134580,1957
G:\movies\12.Strong.2018.HDRip.XviD.AC3-EVO\12.Strong.2018.HDRip.XviD.AC3-EVO.avi,12 Strong,6.6,52500,2018
G:\movies\13 Hours The Secret Soldiers of Benghazi (2016)\13 Hours The Secret Soldiers of Benghazi (2016) Bluray-2160p.mkv,13 Hours,7.3,133514,2016
G:\movies\21 Bridges (2019)\21.Bridges.2019.1080p.BluRay.x264-AAA.mkv,21 Bridges,6.6,122201,2019
G:\movies\22.vs.Earth.2021.720p.WEB.h264-KOGi\22.vs.Earth.2021.720p.WEB.h264-KOGi.mkv,22 vs. Earth,6.5,129376,2021
F:\Movies\65.2023.1080p.WEBRip.x264-LAMA\65.2023.1080p.WEBRip.x264-LAMA.mp4,65,5.7,149036,2023
F:\Movies\65.2023.1080p.WEB-DL.DDP5.1.Atmos.x264-AOC\65.2023.1080p.WEB-DL.DDP5.1.Atmos.x264-AOC.mkv,65,5.7,149036,2023
F:\Movies\80.For.Brady.2023.1080p.WEBRip.x264-LAMA\80.For.Brady.2023.1080p.WEBRip.x264-LAMA.mp4,80 for Brady,5.8,147497,2023
G:\movies\1917 (2019)\1917.2019.2160p.WEB-DL.DDP5.1.HEVC-BLUTONiUM.mkv,1917,8.3,113541,2019
G:\movies\2012.2009.720p.BRRIP.x264.AC3-MAJESTiC\2012.2009.720p.BRRIP.x264.AC3-MAJESTiC.mkv,2012,5.8,133107,2009
F:\Movies\Accident.Man.Hitmans.Holiday.2022.1080p.WEB-DL.DD5.1.H.264-EVO.mkv,Accident Man: Hitman's Holiday,5.8,137363,2022
G:\movies\Accident Man Hitman's Holiday (2022)\Accident.Man.Hitmans.Holiday.2022.1080p.WEB-DL.DD5.1.H.264-EVO.mkv,Accident Man: Hitman's Holiday,5.8,137363,2022
G:\movies\The Accountant (2016)\The Accountant 2016 1080p Blu-ray Remux AVC DTS-HD MA 7.1 - KRaLiMaRKo.mkv,The Accountant,7.3,27852,2016
G:\movies\The.Adam.Project.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.HEVC-CMRG\The.Adam.Project.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.HEVC-CMRG.mkv,The Adam Project,8.3,132806,2022
"G:\movies\The Adventures of Priscilla, Queen of the Desert (1994)\The Adventures of Priscilla, Queen of the Desert (1994) Bluray-1080p.mkv","The Adventures of Priscilla, Queen of the Desert",7.5,134557,1994
F:\Movies\The.Adventures.of.Robin.Hood.1938.1080p.BluRay.x264-nikt0\The.Adventures.of.Robin.Hood.1938.1080p.BluRay.x264-nikt0.mkv,The Adventures of Robin Hood,7.9,139910,1938
G:\movies\The Adventures of Robin Hood (1938)\The.Adventures.of.Robin.Hood.1938.1080p.BluRay.x264-nikt0.mkv,The Adventures of Robin Hood,7.9,139910,1938
F:\Movies\Aftersun.2022.1080p.WEBRip.AAC2.0.x264-NOGRP\Aftersun.2022.1080p.WEBRip.AAC2.0.x264-NOGRP.mkv,Aftersun,7.8,140508,2022
G:\movies\Aftersun (2022)\Aftersun.2022.1080p.WEBRip.AAC2.0.x264-NOGRP.mkv,Aftersun,7.8,140508,2022
G:\movies\Against.the.Ice.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO\Against.the.Ice.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,Against the Ice,6.5,132802,2022
G:\movies\Airplane! (1980)\Airplane! 1980 1080p Blu-ray AVC DTS MKVRG.mkv,Airplane!,7.7,116586,1980
G:\movies\Kids\Movies\Aladdin.1992.720p.BluRay.X264-AMIABLE\Aladdin.1992.720p.BluRay.X264-AMIABLE.mkv,Aladdin,8.0,127694,1992
G:\movies\Alien.1979.Directors.Cut.720p.BluRay.x264-MELiTE\melite-alien1-720p.mkv,Alien,8.4,103145,1979
G:\movies\Aliens.1986.Special.Edition.720p.BluRay.x264-MELiTE\melite-aliens2-720p.mkv,Aliens,8.3,103143,1986
G:\Sonarr\All.the.Old.Knives.2022.1080p.AMZN.WEB-DL.DDP5.1.H.264-EVO.mkv,All the Old Knives,6.1,149403,2022
G:\movies\Alone.(2020).1080p.Bluray.Remux.AVC.DTS-HD.MA.5.1-4K4U\Alone.2020.1080p.Bluray.Remux.AVC.DTS-HD.MA.5.1-4K4U.mkv,Alone,6.2,126574,2020
F:\Movies\The.Amazing.Maurice.2022.1080p.NOW.WEB-DL.DDP5.1.H.264-SMURF.mkv,The Amazing Maurice,6.3,145976,2022
F:\Movies\The.Amazing.Maurice.2022.1080p.WEB.H264-SLOT\the.amazing.maurice.2022.1080p.web.h264-slot.mkv,The Amazing Maurice,6.3,145976,2022
G:\movies\The Amazing Spider-Man 2012 10bit hevc-d3g\The Amazing Spider-Man 2012 BluRay 10Bit 1080p DD5.1 H265-d3g.mkv,The Amazing Spider-Man,6.9,130528,2012
F:\Movies\Amsterdam.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO\Amsterdam.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO.mkv,Amsterdam,6.1,137536,2022
F:\Movies\Amsterdam 2022 1080p Blu-ray Remux AVC DTS-HD MA 7.1-HDT.mkv,Amsterdam,6.1,137536,2022
F:\Movies\Amsterdam 2022 BluRay 1080p REMUX AVC DTS-HD MA 7.1-LEGi0N\Amsterdam.2022.BluRay.1080p.REMUX.AVC.DTS-HD.MA.7.1-LEGi0N.mkv,Amsterdam,6.1,137536,2022
F:\Movies\Amsterdam.2022.1080p.BluRay.x264-OFT\Amsterdam.2022.1080p.BluRay.x264-OFT.mkv,Amsterdam,6.1,137536,2022
F:\Movies\Amsterdam.2022.1080p.BluRay.REMUX.AVC.DTS-HD-MA.7.1-UnKn0wn\Amsterdam.2022.1080p.BluRay.REMUX.AVC.DTS-HD-MA.7.1-UnKn0wn.mkv,Amsterdam,6.1,137536,2022
G:\movies\Amsterdam (2022)\Amsterdam.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO.mkv,Amsterdam,6.1,137536,2022
G:\movies\Amsterdam (2022)\Amsterdam.2022.1080p.BluRay.x264-OFT.mkv,Amsterdam,6.1,137536,2022
G:\movies\Amsterdam (2022)\Amsterdam 2022 1080p Blu-ray Remux AVC DTS-HD MA 7.1-HDT.mkv,Amsterdam,6.1,137536,2022
F:\Movies\Amsterdam.2022.720p.WEB.H264-SLOT\amsterdam.2022.720p.web.h264-slot.mkv,Amsterdam,6.1,137536,2022
G:\movies\Amsterdam (2022)\Amsterdam.2022.720p.WEB.H264-SLOT.mkv,Amsterdam,6.1,137536,2022
G:\movies\The.Angry.Birds.Movie.2.2019.720p.BRRip.X264.AC3-EVO\The Angry Birds Movie 2.2019.720p.BRRip.X264.AC3-EVO.mkv,The Angry Birds Movie 2,6.4,119577,2019
G:\movies\Anna (2019)\Anna.2019.1080p.BluRay.x264-SPARKS.mkv,Anna,6.7,106288,2019
G:\movies\Annabelle Comes Home (2019)\Annabelle Comes Home.2019.1080p.WEB-DL.H264.AC3-EVO.mkv,Annabelle Comes Home,5.9,106291,2019
G:\movies\Ant-Man.2015.1080p.BluRay.x264-SPARKS\Ant-Man.2015.1080p.BluRay.x264-SPARKS.mkv,Ant-Man,7.3,117604,2015
G:\movies\Ant-Man and the Wasp (2018)\Ant.Man.and.the.Wasp.2018.1080p.WEB-DL.H264.AC3-EVO.mkv,Ant-Man and the Wasp,7.0,54361,2018
F:\Movies\The.Anthrax.Attacks.2022.720p.WEB.h264-KOGi\The.Anthrax.Attacks.2022.720p.WEB.h264-KOGi.mkv,The Anthrax Attacks,6.2,136937,2022
G:\movies\The Anthrax Attacks In the Shadow of 9+11 (2022)\The.Anthrax.Attacks.2022.720p.WEB.h264-KOGi.mkv,The Anthrax Attacks,6.2,136937,2022
G:\movies\Antlers.2021.1080p.WEB-DL.DD5.1.H.264-EVO.mkv,Antlers,6.1,131282,2021
G:\movies\Apollo.13.1995.UK.20th.Anniversary.4K.Remaster.REMUX.1080p.BluRay.DTS-HD.MA.5.1.AVC-LEGi0N\Apollo.13.1995.UK.20th.Anniversary.4K.Remaster.REMUX.1080p.BluRay.DTS-HD.MA.5.1.AVC-LEGi0N.mkv,Apollo 13,7.6,70258,1995
G:\movies\Arlo the Alligator Boy (2021)\Arlo.the.Alligator.Boy.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,Arlo the Alligator Boy,6.5,133229,2021
F:\Movies\Armageddon.Time.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO\Armageddon.Time.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO.mkv,Armageddon Time,6.6,137584,2022
F:\Movies\Armageddon.Time.2022.1080p.Remux.AVC.DTS-HD.MA.5.1-playBD\Armageddon.Time.2022.1080p.Remux.AVC.DTS-HD.MA.5.1-playBD.mkv,Armageddon Time,6.6,137584,2022
F:\Movies\Armageddon Time 2022 BluRay 1080p REMUX AVC DTS-HD MA 5.1-LEGi0N\Armageddon.Time.2022.BluRay.1080p.REMUX.AVC.DTS-HD.MA.5.1-LEGi0N.mkv,Armageddon Time,6.6,137584,2022
F:\Movies\Armageddon.Time.2022.1080p.Bluray.REMUX.AVC.DTS-HD.MA.5.1-GHD\Armageddon.Time.2022.1080p.Bluray.REMUX.AVC.DTS-HD.MA.5.1-GHD.mkv,Armageddon Time,6.6,137584,2022
G:\movies\Armageddon Time (2022)\Armageddon.Time.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-EVO.mkv,Armageddon Time,6.6,137584,2022
G:\movies\Armageddon Time (2022)\Armageddon.Time.2022.1080p.Bluray.REMUX.AVC.DTS-HD.MA.5.1-GHD.mkv,Armageddon Time,6.6,137584,2022
G:\movies\Army.of.the.Dead.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,Army of the Dead,5.8,129795,2021
G:\movies\Army.of.the.Dead.2021.1080p.NF.WEBRip.x265-ZiTO\Army.of.the.Dead.2021.1080p.NF.WEBRip.x265-ZiTO.mkv,Army of the Dead,5.8,129795,2021
G:\movies\Army of Thieves.2021.1080p.WEB-DL.X264.AC3-EVO\Army of Thieves.2021.1080p.WEB-DL.X264.AC3-EVO.mkv,Army of Thieves,6.4,130868,2021
G:\movies\The.Arrival.1996.720p.BluRay.x264-x0r\The.Arrival.1996.720p.BluRay.x264-x0r.mkv,The Arrival,6.2,29503,1996
G:\movies\Avatar (2009)\Avatar 2009 EXTENDED BluRay 1080p DTS-HD x264-LEGi0N.mkv,Avatar,7.8,130800,2009
G:\movies\The Avengers 2012 x264 D3FiL3R (bd50)\The Avengers 2012 BluRay 1080p DtsHDMa7.1 x264-D3FiL3R.mkv,The Avengers,8.0,117603,2012
G:\movies\Avengers Endgame 2019 REMUX 1080p Bluray AVC DTS-HD MA 7 1-LEGi0N\Avengers.Endgame.2019.REMUX.1080p.BluRay.AVC.DTS-HD.MA.7.1-LEGi0N.mkv,Avengers: Endgame,8.4,127106,2019
G:\movies\Avengers Endgame (2019)\Avengers.Endgame.2019.1080p.BluRay.x264-SPARKS.mkv,Avengers: Endgame,8.4,127106,2019
G:\movies\Avengers.Infinity.War.2018.1080p.BluRay.REMUX.AVC.DTS-HD.MA.7.1-Manning\Avengers.Infinity.War.2018.1080p.BluRay.REMUX.AVC.DTS-HD.MA.7.1-Manning.mkv,Avengers: Infinity War,8.4,127122,2018
G:\movies\Avengers.Infinity.War.2018.1080p.WEB-DL.H264.AC3-EVO\Avengers.Infinity.War.2018.1080p.WEB-DL.H264.AC3-EVO.mkv,Avengers: Infinity War,8.4,127122,2018
F:\Movies\Babylon.2022.1080p.WEBRip.x264.AAC-AOC\Babylon.2022.1080p.WEBRip.x264.AAC-AOC.mkv,Babylon,7.2,144701,2022
F:\Movies\Babylon.2022.1080p.WebRip.x265.10Bit.AC3.5.1-JATT\Babylon.2022.1080p.WebRip.x265.10Bit.AC3.5.1-JATT.mkv,Babylon,7.2,144701,2022
F:\Movies\Babylon (2022) (1080p AMZN Webrip x265 10bit EAC3 5.1 - DNU) [TAoE]\Babylon (2022) (1080p AMZN Webrip x265 10bit EAC3 5.1 - DNU) [TAoE].mkv,Babylon,7.2,144701,2022
F:\Movies\Babylon.2022.1080p.PMTP.WEB-DL.DDP.5.1.H.264-PiRaTeS.mkv,Babylon,7.2,144701,2022
F:\Movies\Babylon.2022.1080p.BluRay.REMUX.AVC.Atmos-PiRaTeS.mkv,Babylon,7.2,144701,2022
F:\Movies\Babylon 2022 BluRay 1080p REMUX AVC Atmos DTS-HD MA 7 1-LEGi0N\Babylon.2022.BluRay.1080p.REMUX.AVC.Atmos.DTS-HD.MA.7.1-LEGi0N.mkv,Babylon,7.2,144701,2022
G:\movies\Babylon (2022)\Babylon.2022.1080p.PMTP.WEB-DL.DDP.5.1.H.264-PiRaTeS.mkv,Babylon,7.2,144701,2022
G:\movies\Back.To.The.Future.1985.30TH.Anniversary.MULTi.1080p.BluRay.x264-SuAvE\Back.To.The.Future.1985.30TH.Anniversary.MULTi.1080p.BluRay.x264-SuAvE.mkv,Back to the Future,8.5,130860,1985
G:\movies\Back to the Future Part II (1989)\Back.to.the.Future.Part.II.1989.1080p.BluRay.x264-nikt0.mkv,Back to the Future Part II,7.8,130859,1989
G:\movies\Back to the Future Part III (1990)\Back.To.The.Future.Part.III.1990.1080p.BluRay.DTS.x264-CtrlHD.mkv,Back to the Future Part III,7.4,130858,1990
G:\movies\Back.to.the.Outback.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.HEVC-CMRG\Back.to.the.Outback.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.HEVC-CMRG.mkv,Back to the Outback,6.6,131307,2021
G:\movies\Bad Boys for Life (2020)\Bad.Boys.for.Life.2020.2160p.UHD.BluRay.x265.10bit.HDR.DTS-X.7.1-SWTYBLZ.mkv,Bad Boys for Life,6.5,121737,2020
G:\movies\The Bad Guys (2022)\The Bad Guys (2022) WEBDL-1080p.mkv,The Bad Guys,9.3,133846,2022
G:\movies\Bad.Times.At.The.El.Royale.2018.720p.BRRip.X264.AC3-EVO\Bad Times at the El Royale.2018.720p.BRRip.X264.AC3-EVO.mkv,Bad Times at the El Royale,7.1,126492,2018
F:\Movies\Bandit.2022.1080p.WEBRip.DD5.1.X.264-EVO\Bandit.2022.1080p.WEBRip.DD5.1.X.264-EVO.mkv,Bandit,6.3,137186,2022
F:\Movies\Bandit.2022.720p.WEB.h264-RUMOUR[xsp]\Bandit.2022.720p.WEB.h264-RUMOUR.mkv,Bandit,6.3,137186,2022
G:\movies\Bandit (2022)\Bandit.2022.720p.WEB.h264-RUMOUR[xsp].mkv,Bandit,6.3,137186,2022
F:\Movies\The.Banshees.of.Inisherin.2022.1080p.WEB.H264-NAISU\the.banshees.of.inisherin.2022.1080p.web.h264-naisu.mkv,The Banshees of Inisherin,7.7,139793,2022
F:\Movies\The.Banshees.of.Inisherin.2022.1080p.BluRay.x264-OFT\The.Banshees.of.Inisherin.2022.1080p.BluRay.x264-OFT.mkv,The Banshees of Inisherin,7.7,139793,2022
F:\Movies\The.Banshees.of.Inisherin.2022.1080p.BluRay.x264-PiGNUS\the.banshees.of.inisherin.2022.1080p.bluray.x264-pignus.mkv,The Banshees of Inisherin,7.7,139793,2022
F:\Movies\The.Banshees.of.Inisherin.2022.BluRay.1080p.x264.DTS-HD.MA5.1-HDChina\The.Banshees.of.Inisherin.2022.BluRay.1080p.x264.DTS-HD.MA5.1-HDChina.mkv,The Banshees of Inisherin,7.7,139793,2022
F:\Movies\The Banshees Of Inisherin 2022 br 10bit avc-d3g\The Banshees Of Inisherin 2022 BluRay 10Bit 1080p Dts-HDMa5.1 AVC-d3g.mkv,The Banshees of Inisherin,7.7,139793,2022
F:\Movies\The Banshees of Inisherin (2022) (1080p BluRay x265 10bit DTS-HD MA 5.1 - mAck)\The Banshees of Inisherin (2022) (1080p BluRay x265 10bit DTS-HD MA 5.1 - mAck).mkv,The Banshees of Inisherin,7.7,139793,2022
F:\Movies\The.Banshees.of.Inisherin.2022.1080p.BRRIP.x264.AAC-AOC\The.Banshees.of.Inisherin.2022.1080p.BRRIP.x264.AAC-AOC.mkv,The Banshees of Inisherin,7.7,139793,2022
G:\movies\The Banshees of Inisherin (2022)\The.Banshees.of.Inisherin.2022.1080p.BluRay.x264-OFT.mkv,The Banshees of Inisherin,7.7,139793,2022
G:\movies\The Banshees of Inisherin (2022)\The.Banshees.of.Inisherin.2022.1080p.WEB.H264-NAISU.mkv,The Banshees of Inisherin,7.7,139793,2022
G:\movies\The Banshees of Inisherin (2022)\The.Banshees.of.Inisherin.2022.BluRay.1080p.x264.DTS-HD.MA5.1-HDChina.mkv,The Banshees of Inisherin,7.7,139793,2022
G:\movies\The Banshees of Inisherin (2022)\The Banshees Of Inisherin 2022 br 10bit avc-d3g.mkv,The Banshees of Inisherin,7.7,139793,2022
G:\movies\Barb and Star Go to Vista Del Mar (2021)\Barb.and.Star.Go.to.Vista.Del.Mar.2021.1080p.AMZN.WEB-DL.DDP5.1.H.264-CMRG.mkv,Barb and Star Go to Vista Del Mar,6.3,127751,2021
F:\Movies\Barbarian.2022.1080p.WEB-DL.DD5.1.H.264-EVO\Barbarian.2022.1080p.WEB-DL.DD5.1.H.264-EVO.mkv,Barbarian,7.1,137405,2022
G:\movies\Barbarian (2022)\Barbarian.2022.1080p.WEB-DL.DD5.1.H.264-EVO.mkv,Barbarian,7.1,137405,2022
G:\movies\Barbie.Big.City.Big.Dreams.2021.1080p.NF.WEB-DL.DDP5.1.x264-LAZY.mkv,"Barbie: Big City, Big Dreams",7.2,130796,2021
F:\Movies\Barbie.Skipper.and.the.Big.Babysitting.Adventure.2023.1080p.WEB-DL.DDP5.1.x264-AOC\Barbie.Skipper.and.the.Big.Babysitting.Adventure.2023.1080p.WEB-DL.DDP5.1.x264-AOC.mkv,Barbie: Skipper and the Big Babysitting Adventure,7.5,147484,2023
G:\movies\Barbie Skipper and the Big Babysitting Adventure (2023)\Barbie.Skipper.and.the.Big.Babysitting.Adventure.2023.1080p.WEB-DL.DDP5.1.x264-AOC.mkv,Barbie: Skipper and the Big Babysitting Adventure,7.5,147484,2023
G:\movies\Batman.1989.720p.BRRip.x264-x0r\Batman.1989.720p.BRRip.x264-x0r.mkv,Batman,7.5,66506,1989
G:\Sonarr\The.Batman.2022.1080p.HDRip.x264-ProLover\The.Batman.2022.1080p.HDRip.x264-ProLover.mp4,The Batman,8.1,133392,2022
G:\movies\The Batman (2022)\The Batman (2022) WEBDL-1080p.mkv,The Batman,8.1,133392,2022
G:\movies\Batman Begins (2005)\Batman.Begins.2005.2160p.BluRay.REMUX.HEVC.DTS-HD.MA.5.1-FGT.mkv,Batman Begins,8.2,54387,2005
G:\movies\Batman Soul of the Dragon (2021)\Batman.Soul.of.the.Dragon.2021.1080p.Bluray.DTS-HD.MA.5.1.X264-EVO.mkv,Batman: Soul of the Dragon,6.1,125863,2021
F:\Movies\Batman.The.Doom.That.Came.to.Gotham.2023.1080p.WEB-DL.DDP5.1.H.264-SKiZOiD.mkv,Batman: The Doom That Came to Gotham,6.0,147536,2023
F:\Movies\Batman.The.Doom.That.Came.to.Gotham.2023.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-PiRaTeS.mkv,Batman: The Doom That Came to Gotham,6.0,147536,2023
F:\Movies\Batman.The.Doom.That.Came.to.Gotham.2023.1080p.BluRay.x264-OFT\Batman.The.Doom.That.Came.to.Gotham.2023.1080p.BluRay.x264-OFT.mkv,Batman: The Doom That Came to Gotham,6.0,147536,2023
F:\Movies\Batman The Doom That Came to Gotham (2023) (1080p BDRip x265 10bit DTS-HD MA 5.1 - Goki)[TAoE].mkv,Batman: The Doom That Came to Gotham,6.0,147536,2023
"G:\movies\Batman The Long Halloween, Part One (2021)\Batman.The.Long.Halloween.Part.One.2021.1080p.Bluray.REMUX.AVC.DTS-HD.MA.5.1-4K4U.mkv","Batman: The Long Halloween, Part One",7.3,130311,2021
G:\movies\Batman.The.Long.Halloween.Part.2.2021.1080p.Bluray.DTS-HD.MA.5.1.X264-EVO\Batman.The.Long.Halloween.Part.2.2021.1080p.Bluray.DTS-HD.MA.5.1.X264-EVO.mkv,"Batman: The Long Halloween, Part Two",7.2,149528,2021
G:\movies\Battle.Of.Britain.1969.1080p.BluRay.x264-CLASSiC\battleofb-cls.mkv,The Battle of Britain,7.0,118888,1969
G:\movies\Battle of the Bulge (1965)\Battle.of.the.Bulge.1965.720p.BRRip.x264-x0r.mkv,Battle of the Bulge,6.8,118827,1965
G:\movies\The Beach (2000)\The Beach (2000) HDTV-720p.mkv,The Beach,6.6,134088,2000
F:\Movies\Beast.2022.720p.BluRay.x264-PiGNUS\beast.2022.720p.bluray.x264-pignus.mkv,Beast,5.6,137332,2022
G:\movies\A.Beautiful.Day.in.the.Neighborhood.2019.1080p.BluRay.x264-DRONES\A.Beautiful.Day.in.the.Neighborhood.2019.1080p.BluRay.x264-DRONES.mkv,A Beautiful Day in the Neighborhood,7.3,121738,2019
F:\Movies\Beavis.And.Butt-Head.Do.The.Universe.2022.1080p.WEBRip.x264-LAMA\Beavis.And.Butt-Head.Do.The.Universe.2022.1080p.WEBRip.x264-LAMA.mp4,Beavis and Butt-Head Do the Universe,7.0,149017,2022
G:\movies\Before I Fall (2017)\Before.I.Fall.2017.720p.BluRay.x264-Replica.mkv,Before I Fall,6.4,132849,2017
G:\movies\The.Beguiled.2017.720p.BluRay.x264-x0r\The.Beguiled.2017.720p.BluRay.x264-x0r.mkv,The Beguiled,6.3,40948,2017
G:\movies\Belle (2021)\Belle (2021) WEBDL-1080p.mkv,Belle,7.3,133844,2021
F:\Movies\Big.1988.Extended.Edition.1080p.BluRay.x265-ZiTO.mkv,Big,7.3,141493,1988
G:\movies\Bill (2015)\Bill (2015) [WEBRip] [1080p] [YTS.LT].mp4,Bill,6.6,126426,2015
F:\Movies\Bill.Burr.Live.at.Red.Rocks.2022.1080p.NF.WEB-DL.DDP5.1.HDR.HEVC-SMURF.mkv,Bill Burr: Live at Red Rocks,7.6,137424,2022
G:\movies\Bill Burr Live at Red Rocks (2022)\Bill.Burr.Live.at.Red.Rocks.2022.1080p.NF.WEB-DL.DDP5.1.HDR.HEVC-SMURF.mkv,Bill Burr: Live at Red Rocks,7.6,137424,2022
G:\movies\Bird Box (2018)\Bird.Box.2018.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-RED.mkv,Bird Box,6.6,133250,2018
G:\movies\Black and Blue 2019 MULTI REMUX 1080p Blu-ray AVC DTS-HD MA 5 1-LEGi0N\Black.and.Blue.2019.MULTI.REMUX.1080p.Blu-ray.AVC.DTS-HD.MA.5.1-LEGi0N.mkv,Black and Blue,6.4,125918,2019
G:\Sonarr\The.Black.Phone.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-CMRG\The.Black.Phone.2022.1080p.WEB-DL.DDP5.1.Atmos.H.264-CMRG.mkv,The Black Phone,7.3,136114,2022
G:\movies\The Black Phone (2022)\The Black Phone (2021) WEBRip-720p.mkv,The Black Phone,7.3,136114,2022
G:\movies\Black Widow (2021)\Black.Widow.2021.1080p.DSNP.WEB-DL.DDP.5.1.Atmos.H.264-FLUX.mkv,Black Widow,6.8,130356,2021
G:\movies\Blade Runner (1982)\Blade.Runner.The.Final.Cut.1982.1080p.BluRay.REMUX.VC-1.TrueHD 5.1-LAZY.mkv,Blade Runner,8.1,76315,1982
G:\movies\Blade.Runner.2049.2017.PROPER.720p.BluRay.x264-BLOW\blow-blade.runner.2049.2017.proper.720p.bluray.x264.mkv,Blade Runner 2049,8.0,50068,2017
G:\movies\Blinded by the Light (2019)\Blinded.by.the.Light.2019.1080p.BluRay.x264-AAA.mkv,Blinded by the Light,6.9,119582,2019
F:\Movies\Blue.Jean.2022.1080p.WEBRip.x264-LAMA\Blue.Jean.2022.1080p.WEBRip.x264-LAMA.mp4,Blue Jean,7.3,147566,2023
G:\movies\Blue.Miracle.2021.1080p.NF.WEB-DL.DDP5.1.Atmos.x264-EVO.mkv,Blue Miracle,6.7,130249,2021
F:\Movies\Blues.Big.City.Adventure.2022.1080p.WEBRip.x264-LAMA\Blues.Big.City.Adventure.2022.1080p.WEBRip.x264-LAMA.mp4,Blue's Big City Adventure,6.3,146474,2022
F:\Movies\Blueback.2022.1080p.WEBRip.x264.AAC-AOC\Blueback.2022.1080p.WEBRip.x264.AAC-AOC.mkv,Blueback,5.8,147606,2022
G:\movies\Blueback (2022)\Blueback.2022.1080p.WEBRip.x264.AAC-AOC.mkv,Blueback,5.8,147606,2022
F:\Movies\Bodies.Bodies.Bodies.2022.1080p.WEB-DL.x264.DD5.1-EVO\Bodies.Bodies.Bodies.2022.1080p.WEB-DL.x264.DD5.1-EVO.mkv,Bodies Bodies Bodies,6.8,137154,2022
F:\Movies\Bodies.Bodies.Bodies.2022.1080p.WEB-DL.x264.DD5.1-EVO\sample.mkv,Bodies Bodies Bodies,6.8,137154,2022
G:\movies\Bodies Bodies Bodies (2022)\Bodies.Bodies.Bodies.2022.1080p.WEB-DL.x264.DD5.1-EVO.mkv,Bodies Bodies Bodies,6.8,137154,2022
G:\movies\Body Brokers (2021)\Body.Brokers.2021.1080p.Bluray.DTS-HD.MA.5.1.X264-EVO.mkv,Body Brokers,6.3,130404,2021
G:\movies\Bombshell (2019)\Bombshell.2019.1080p.BluRay.x264-YOL0W.mkv,Bombshell,6.8,117805,2019
G:\movies\The.Muppet.Christmas.Carol.1992.720p.BluRay.H264.BONE\The Muppet Christmas Carol 1992 720p BluRay H264 BONE.mp4,BONE,7.7,131207,1992
F:\Movies\Bones.And.All.2022.1080p.WEB.H264-NAISU\bones.and.all.2022.1080p.web.h264-naisu.mkv,Bones and All,6.8,139792,2022
F:\Movies\Bones.And.All.2022.1080p.WEBRip.x264.AAC-AOC\Bones.And.All.2022.1080p.WEBRip.x264.AAC-AOC.mkv,Bones and All,6.8,139792,2022
G:\movies\Bones and All (2022)\Bones.And.All.2022.1080p.WEB.H264-NAISU.mkv,Bones and All,6.8,139792,2022
F:\Movies\Bono.and.The.Edge.A.Sort.of.Homecoming.with.Dave.Letterman.2023.1080p.WEBRip.x264-LAMA\Bono.and.The.Edge.A.Sort.of.Homecoming.with.Dave.Letterman.2023.1080p.WEBRip.x264-LAMA.mp4,Bono & The Edge: A Sort of Homecoming with Dave Letterman,8.1,147598,2023
G:\movies\The.Boss.Baby.2017.720p.BluRay.x264-SPARKS\The.Boss.Baby.2017.720p.BluRay.x264-SPARKS.mkv,The Boss Baby,6.3,52618,2017
G:\movies\The Boss Baby Family Business (2021)\The Boss Baby Family Business (2021) 720p WEB X264 Solar.mp4,The Boss Baby: Family Business,5.9,133822,2021
F:\Movies\Boston.Strangler.2023.MULTI.1080p.WEB.H264-LOST\boston.strangler.2023.multi.1080p.web.h264-lost.mkv,Boston Strangler,6.5,147581,2023
F:\Movies\Boston.Strangler.2023.720p.WEB.h264-EDITH\Boston.Strangler.2023.720p.WEB.h264-EDITH.mkv,Boston Strangler,6.5,147581,2023
G:\movies\A.Boy.Called.Christmas.2021.MULTi.1080p.WEB.H264-LOST\a.boy.called.christmas.2021.multi.1080p.web.h264-lost.mkv,A Boy Called Christmas,6.7,131278,2021
